state_key,rl_recommended_action,expected_reward,visit_count,policy_reason
src_stock_low|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_low|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low,multi_store_transfer,72.128,100,상태 src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=72.128)이 가장 높음
src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,73.082,100,상태 src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=73.082)이 가장 높음
src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_low|promo_cost_low,multi_store_transfer,77.208,100,상태 src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=77.208)이 가장 높음
src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low,promotion,63.071,100,상태 src_stock_low|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=63.071)이 가장 높음
src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_low|promo_cost_low,promotion,64.416,100,상태 src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low,multi_store_transfer,65.5227,200,상태 src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=65.5227)이 가장 높음
src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,74.456,100,상태 src_stock_low|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=74.456)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_long|transfer_cost_mid|promo_cost_low,promotion,64.416,400,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_high|promo_cost_low,promotion,64.416,400,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_high|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_low|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_mid|promo_cost_low,promotion,64.416,200,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_new|dist_short|transfer_cost_low|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_new|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low,multi_store_transfer,66.8615,400,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=66.8615)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,75.6567,200,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=75.6567)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low,multi_store_transfer,69.5922,200,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=69.5922)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_short|transfer_cost_high|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_low|age_old|dist_short|transfer_cost_high|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_mid|dist_long|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_mid|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,73.082,100,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=73.082)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_mid|dist_short|transfer_cost_high|promo_cost_low,promotion,64.416,200,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_mid|dist_short|transfer_cost_high|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,75.6412,200,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=75.6412)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_new|dist_short|transfer_cost_low|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_new|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low,promotion,64.416,600,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,73.188,100,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=73.188)이 가장 높음
src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_high|promo_cost_low,promotion,64.416,200,상태 src_stock_mid|tgt_stock_high|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_high|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_high|age_new|dist_mid|transfer_cost_low|promo_cost_mid,transfer,78.81,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_high|age_new|dist_mid|transfer_cost_low|promo_cost_mid에서 과거 후보 데이터 기준 transfer 행동의 기대 보상(Q=78.81)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_mid|dist_mid|transfer_cost_mid|promo_cost_low,multi_store_transfer,72.128,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_mid|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=72.128)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_new|dist_mid|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_new|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_new|dist_short|transfer_cost_low|promo_cost_low,transfer,64.428,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_new|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 transfer 행동의 기대 보상(Q=64.428)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_old|dist_short|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_low|age_old|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_mid|dist_long|transfer_cost_mid|promo_cost_low,promotion,62.59,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_mid|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=62.59)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,76.152,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=76.152)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_mid|promo_cost_low,multi_store_transfer,71.596,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=71.596)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low,multi_store_transfer,69.376,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=69.376)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_mid|promo_cost_low,multi_store_transfer,71.596,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=71.596)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_high|promo_cost_low,promotion,63.453,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_high|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=63.453)이 가장 높음
src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low,promotion,67.106,100,상태 src_stock_mid|tgt_stock_low|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=67.106)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_long|transfer_cost_mid|promo_cost_low,promotion,64.416,500,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_mid|transfer_cost_low|promo_cost_low,promotion,64.416,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_mid|transfer_cost_mid|promo_cost_low,promotion,64.416,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_low|promo_cost_low,multi_store_transfer,77.208,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_mid|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=77.208)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low,promotion,64.416,1000,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,75.7675,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=75.7675)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low,multi_store_transfer,70.4792,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=70.4792)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_short|transfer_cost_low|promo_cost_low,transfer,64.428,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_low|age_old|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 transfer 행동의 기대 보상(Q=64.428)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_long|transfer_cost_mid|promo_cost_low,multi_store_transfer,65.5585,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=65.5585)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,74.0126,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=74.0126)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_mid|promo_cost_low,multi_store_transfer,72.128,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=72.128)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_short|transfer_cost_low|promo_cost_low,multi_store_transfer,77.208,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=77.208)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_short|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_mid|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_low|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_mid|promo_cost_low,promotion,64.416,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_new|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low,promotion,66.4995,700,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_long|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=66.4995)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low,multi_store_transfer,74.5449,300,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=74.5449)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_mid|promo_cost_low,promotion,71.24,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_mid|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=71.24)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_high|promo_cost_low,promotion,64.416,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_high|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_low|promo_cost_low,multi_store_transfer,77.208,100,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_low|promo_cost_low에서 과거 후보 데이터 기준 multi_store_transfer 행동의 기대 보상(Q=77.208)이 가장 높음
src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low,promotion,64.416,200,상태 src_stock_mid|tgt_stock_mid|src_sales_low|tgt_sales_mid|age_old|dist_short|transfer_cost_mid|promo_cost_low에서 과거 후보 데이터 기준 promotion 행동의 기대 보상(Q=64.416)이 가장 높음
